device,loop,zone,description,subtype,type,name,locationId
54,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D54 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
55,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D55 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
56,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D56 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
57,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D57 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
58,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D58 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
59,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D59 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
60,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D60 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
61,90,45,IRD-ICG-L02-FSC-02 STAR GRAND F+B,x02,OPT,L90 - D61 - Z45 - IRD-ICG-L02-FSC-02 STAR GRAND F+B - OPT,IRD-ICG-L02-FSC-02
62,90,45,IRD-ICG-L02-FSC-01 STAR GRAND REC,x02,OPT,L90 - D62 - Z45 - IRD-ICG-L02-FSC-01 STAR GRAND REC - OPT,IRD-ICG-L02-FSC-01
63,90,45,IRD-ICG-L02-FSC-01 STAR GRAND REC,x02,OPT,L90 - D63 - Z45 - IRD-ICG-L02-FSC-01 STAR GRAND REC - OPT,IRD-ICG-L02-FSC-01
64,90,45,IRD-ICG-L02-FSC-01 STAR GRAND REC,x02,OPT,L90 - D64 - Z45 - IRD-ICG-L02-FSC-01 STAR GRAND REC - OPT,IRD-ICG-L02-FSC-01
66,90,45,IRD-ICG-L02-BSA-03 FOH OFFICE,x02,OPT,L90 - D66 - Z45 - IRD-ICG-L02-BSA-03 FOH OFFICE - OPT,IRD-ICG-L02-BSA-03
67,90,44,IRD-ICG-L02-FSC-03 STAR GRAND AIR,x02,OPT,L90 - D67 - Z44 - IRD-ICG-L02-FSC-03 STAR GRAND AIR - OPT,IRD-ICG-L02-FSC-03
68,90,45,IRD-ICG-L02-SFS-16 FIRE CUPBOARD,x02,OPT,L90 - D68 - Z45 - IRD-ICG-L02-SFS-16 FIRE CUPBOARD - OPT,IRD-ICG-L02-SFS-16
69,90,45,IRD-ICG-L02-CSG-02 BOH CORRIDOR,x02,OPT,L90 - D69 - Z45 - IRD-ICG-L02-CSG-02 BOH CORRIDOR - OPT,IRD-ICG-L02-CSG-02
70,90,45,IRD-ICG-L02-FSC-01 STAR GRAND REC,x02,OPT,L90 - D70 - Z45 - IRD-ICG-L02-FSC-01 STAR GRAND REC - OPT,IRD-ICG-L02-FSC-01
72,90,2006,FPS-BMV-ICG-L02-01,a02,HYD,L90 - D72 - Z2006 - FPS-BMV-ICG-L02-01 - HYD,
75,90,2009,FPS-BMV-ICG-L04M-01,a02,HYD,L90 - D75 - Z2009 - FPS-BMV-ICG-L04M-01 - HYD,
125,90,908,IRD-ICG-L02-LSV-01 LIFT SHAFT,x02,OPT,L90 - D125 - Z908 - IRD-ICG-L02-LSV-01 LIFT SHAFT - OPT,IRD-ICG-L02-LSV-01
126,90,908,IRD-ICG-L02-LSV-01 LIFT SHAFT,x02,OPT,L90 - D126 - Z908 - IRD-ICG-L02-LSV-01 LIFT SHAFT - OPT,IRD-ICG-L02-LSV-01
1,91,119,IRD-IT3-L07-SFS-01 FIRE CUPBOARD,x02,OPT,L91 - D1 - Z119 - IRD-IT3-L07-SFS-01 FIRE CUPBOARD - OPT,IRD-IT3-L07-SFS-01
2,91,119,IRD-ICG-L07-HSL-03 STAR GRAND LOB,x02,OPT,L91 - D2 - Z119 - IRD-ICG-L07-HSL-03 STAR GRAND LOB - OPT,IRD-ICG-L07-HSL-03
3,91,119,IRD-ICG-L07-HSL-03 STAR GRAND LOB,x02,OPT,L91 - D3 - Z119 - IRD-ICG-L07-HSL-03 STAR GRAND LOB - OPT,IRD-ICG-L07-HSL-03
4,91,119,IRD-ICG-L07-BSM-02 BOH STAFF LOB,x02,OPT,L91 - D4 - Z119 - IRD-ICG-L07-BSM-02 BOH STAFF LOB - OPT,IRD-ICG-L07-BSM-02
5,91,119,IRD-IT3-L07-SEL-01 ELEC CUPBOARD,x02,OPT,L91 - D5 - Z119 - IRD-IT3-L07-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L07-SEL-01
6,91,119,IRD-IT3-L07-SEL-04 ELEC CUPBOARD,x02,OPT,L91 - D6 - Z119 - IRD-IT3-L07-SEL-04 ELEC CUPBOARD - OPT,IRD-IT3-L07-SEL-04
7,91,119,IRD-ICG-L07-HSL-03 STAR GRAND LOB,x02,OPT,L91 - D7 - Z119 - IRD-ICG-L07-HSL-03 STAR GRAND LOB - OPT,IRD-ICG-L07-HSL-03
8,91,119,IRD-ICG-L07-HSL-03 STAR GRAND LOB,x02,OPT,L91 - D8 - Z119 - IRD-ICG-L07-HSL-03 STAR GRAND LOB - OPT,IRD-ICG-L07-HSL-03
9,91,119,IRD-IT3-L07-SIC-04 COMMS CUPBOARD,x02,OPT,L91 - D9 - Z119 - IRD-IT3-L07-SIC-04 COMMS CUPBOARD - OPT,IRD-IT3-L07-SIC-04
10,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D10 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
11,91,119,IRD-ICG-L07-AMP-06 AMENITIES,x02,OPT,L91 - D11 - Z119 - IRD-ICG-L07-AMP-06 AMENITIES - OPT,IRD-ICG-L07-AMP-06
12,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D12 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
13,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D13 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
14,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D14 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
15,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D15 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
16,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D16 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
17,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D17 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
18,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D18 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
19,91,119,IRD-ICG-L07-FGA-02 LOBBY-AIRLOCK,x02,OPT,L91 - D19 - Z119 - IRD-ICG-L07-FGA-02 LOBBY-AIRLOCK - OPT,IRD-ICG-L07-FGA-02
20,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D20 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
21,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D21 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
22,91,119,IRD-ICG-L07-RFB-06 COLD SHELL,x02,OPT,L91 - D22 - Z119 - IRD-ICG-L07-RFB-06 COLD SHELL - OPT,IRD-ICG-L07-RFB-06
23,91,119,IRD-ICG-L07-FGA-02 LOBBY-AIRLOCK,x02,OPT,L91 - D23 - Z119 - IRD-ICG-L07-FGA-02 LOBBY-AIRLOCK - OPT,IRD-ICG-L07-FGA-02
24,91,119,IRD-ICG-L07-BSM-02 BOH STAFF LOB,x02,OPT,L91 - D24 - Z119 - IRD-ICG-L07-BSM-02 BOH STAFF LOB - OPT,IRD-ICG-L07-BSM-02
25,91,125,IRD-IT3-L07M-SFS-01 FIRE CUPBOARD,x02,OPT,L91 - D25 - Z125 - IRD-IT3-L07M-SFS-01 FIRE CUPBOARD - OPT,IRD-IT3-L07M-SFS-01
26,91,125,IRD-ICG-L07M-CSV-01 SERVICE CORRI,x02,OPT,L91 - D26 - Z125 - IRD-ICG-L07M-CSV-01 SERVICE CORRI - OPT,IRD-ICG-L07M-CSV-01
27,91,125,IRD-ICG-L07M-CSV-01 SERVICE CORRI,x02,OPT,L91 - D27 - Z125 - IRD-ICG-L07M-CSV-01 SERVICE CORRI - OPT,IRD-ICG-L07M-CSV-01
28,91,125,IRD-IT3-L07M-SEL-01 ELEC CUPBOARD,x02,OPT,L91 - D28 - Z125 - IRD-IT3-L07M-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L07M-SEL-01
29,91,125,IRD-IT3-L07M-SEL-04 ELEC CUPBOARD,x02,OPT,L91 - D29 - Z125 - IRD-IT3-L07M-SEL-04 ELEC CUPBOARD - OPT,IRD-IT3-L07M-SEL-04
30,91,125,IRD-ICG-L07M-CSV-01 SERVICE CORRI,x02,OPT,L91 - D30 - Z125 - IRD-ICG-L07M-CSV-01 SERVICE CORRI - OPT,IRD-ICG-L07M-CSV-01
31,91,125,IRD-IT3-L07M-SIC-01 COMM CUPBOARD,x02,OPT,L91 - D31 - Z125 - IRD-IT3-L07M-SIC-01 COMM CUPBOARD - OPT,IRD-IT3-L07M-SIC-01
32,91,125,IRD-ICG-L07M-CSV-01 SERVICE CORRI,x02,OPT,L91 - D32 - Z125 - IRD-ICG-L07M-CSV-01 SERVICE CORRI - OPT,IRD-ICG-L07M-CSV-01
33,91,125,IRD-ICG-L07M-CSV-01 SERVICE CORRI,x02,OPT,L91 - D33 - Z125 - IRD-ICG-L07M-CSV-01 SERVICE CORRI - OPT,IRD-ICG-L07M-CSV-01
40,91,2019,FPS-BMV-ICG-L07-01-7M-01,a03,HYD,L91 - D40 - Z2019 - FPS-BMV-ICG-L07-01-7M-01 - HYD,
50,91,3404,IRD-IT3-L07-SIC-01 SECURUTY TRIP,a03,SEC,L91 - D50 - Z3404 - IRD-IT3-L07-SIC-01 SECURUTY TRIP - SEC,IRD-IT3-L07-SIC-01
60,91,127,IRD-ICG-L07-PME-04 PLANTROOM GYM,x03,HEAT,L91 - D60 - Z127 - IRD-ICG-L07-PME-04 PLANTROOM GYM - HEAT,IRD-ICG-L07-PME-04
61,91,127,IRD-ICG-L07-FSG-03 UNISEX CHANGE,x03,HEAT,L91 - D61 - Z127 - IRD-ICG-L07-FSG-03 UNISEX CHANGE - HEAT,IRD-ICG-L07-FSG-03
62,91,127,IRD-ICG-L07-FSG-03 UNISEX CHANGE,x02,CS OPT,L91 - D62 - Z127 - IRD-ICG-L07-FSG-03 UNISEX CHANGE - CS OPT,IRD-ICG-L07-FSG-03
63,91,127,IRD-ICG-L07-FSG-03 LOCKER ROOM,x03,HEAT,L91 - D63 - Z127 - IRD-ICG-L07-FSG-03 LOCKER ROOM - HEAT,IRD-ICG-L07-FSG-03
64,91,127,IRD-ICG-L07-FSG-02 UNISEX CHANGE,x03,HEAT,L91 - D64 - Z127 - IRD-ICG-L07-FSG-02 UNISEX CHANGE - HEAT,IRD-ICG-L07-FSG-02
65,91,127,IRD-ICG-L07-FSG-02 UNISEX CHANGE,x02,CS OPT,L91 - D65 - Z127 - IRD-ICG-L07-FSG-02 UNISEX CHANGE - CS OPT,IRD-ICG-L07-FSG-02
66,91,127,IRD-ICG-L07-FSG-01 GYM,x02,CS OPT,L91 - D66 - Z127 - IRD-ICG-L07-FSG-01 GYM - CS OPT,IRD-ICG-L07-FSG-01
67,91,127,IRD-ICG-L07-FSG-01 GYM,x02,OPT,L91 - D67 - Z127 - IRD-ICG-L07-FSG-01 GYM - OPT,IRD-ICG-L07-FSG-01
68,91,127,IRD-ICG-L07-FSG-01 GYM,x02,CS OPT,L91 - D68 - Z127 - IRD-ICG-L07-FSG-01 GYM - CS OPT,IRD-ICG-L07-FSG-01
69,91,127,IRD-ICG-L07-FSG-01 GYM,x02,OPT,L91 - D69 - Z127 - IRD-ICG-L07-FSG-01 GYM - OPT,IRD-ICG-L07-FSG-01
70,91,127,IRD-ICG-L07-FSG-01 GYM,x02,OPT,L91 - D70 - Z127 - IRD-ICG-L07-FSG-01 GYM - OPT,IRD-ICG-L07-FSG-01
126,91,912,TOWER 2 TOP OF LIFT G17-18,x02,OPT,L91 - D126 - Z912 - TOWER 2 TOP OF LIFT G17-18 - OPT,
1,94,1002,IRD-IT3-B05-EFS-01 SPRINK,a03,SPRINK,L94 - D1 - Z1002 - IRD-IT3-B05-EFS-01 SPRINK - SPRINK,IRD-IT3-B05-EFS-01
2,94,1004,IRD-IT3-B04-EFS-01 SPRINK,a03,SPRINK,L94 - D2 - Z1004 - IRD-IT3-B04-EFS-01 SPRINK - SPRINK,IRD-IT3-B04-EFS-01
3,94,1009,IRD-IT3-B03-EFS-01 SPRINK,a03,SPRINK,L94 - D3 - Z1009 - IRD-IT3-B03-EFS-01 SPRINK - SPRINK,IRD-IT3-B03-EFS-01
4,94,1014,IRD-IT3-B02-EFS-01 SPRINK,a03,SPRINK,L94 - D4 - Z1014 - IRD-IT3-B02-EFS-01 SPRINK - SPRINK,IRD-IT3-B02-EFS-01
5,94,1019,IRD-IT3-B01-EFS-01 SPRINK,a03,SPRINK,L94 - D5 - Z1019 - IRD-IT3-B01-EFS-01 SPRINK - SPRINK,IRD-IT3-B01-EFS-01
6,94,1028,IRD-IT3-L00-EFS-01 SPRINK,a03,SPRINK,L94 - D6 - Z1028 - IRD-IT3-L00-EFS-01 SPRINK - SPRINK,IRD-IT3-L00-EFS-01
7,94,1038,IRD-IT3-L01-EFS-01 SPRINK,a03,SPRINK,L94 - D7 - Z1038 - IRD-IT3-L01-EFS-01 SPRINK - SPRINK,IRD-IT3-L01-EFS-01
8,94,1032,IRD-IT3-L00-EFS-01 L-D SPRINK,a03,SPRINK,L94 - D8 - Z1032 - IRD-IT3-L00-EFS-01 L-D SPRINK - SPRINK,IRD-IT3-L00-EFS-01
10,94,2003,FPS-BMV-ICG-B01-40-41-42,a03,HYD,L94 - D10 - Z2003 - FPS-BMV-ICG-B01-40-41-42 - HYD,
11,94,2004,FPS-BMV-ICG-L00-16-TBC,a03,HYD,L94 - D11 - Z2004 - FPS-BMV-ICG-L00-16-TBC - HYD,
12,94,1045,IRD-IT3-L02-EFS-01 SPRINK,a03,SPRINK,L94 - D12 - Z1045 - IRD-IT3-L02-EFS-01 SPRINK - SPRINK,IRD-IT3-L02-EFS-01
13,94,1052,IRD-IT3-L03-EFS-01 SPRINK,a03,SPRINK,L94 - D13 - Z1052 - IRD-IT3-L03-EFS-01 SPRINK - SPRINK,IRD-IT3-L03-EFS-01
14,94,1058,IRD-IT3-L04-EFS-01 SPRINK,a03,SPRINK,L94 - D14 - Z1058 - IRD-IT3-L04-EFS-01 SPRINK - SPRINK,IRD-IT3-L04-EFS-01
15,94,1066,IRD-IT3-L04M-EFS-01 SPRINK,a03,SPRINK,L94 - D15 - Z1066 - IRD-IT3-L04M-EFS-01 SPRINK - SPRINK,IRD-IT3-L04M-EFS-01
20,94,3002,E-MSSB-ICG-B04-03,a03,MECH,L94 - D20 - Z3002 - E-MSSB-ICG-B04-03 - MECH,
21,94,3002,SS-MSSB-ICG-B04-03,a03,MECH,L94 - D21 - Z3002 - SS-MSSB-ICG-B04-03 - MECH,
22,94,3002,SS-MSSB-ICG-B04-03,a03,MECH,L94 - D22 - Z3002 - SS-MSSB-ICG-B04-03 - MECH,
23,94,3002,SS-MSSB-ICG-B04-03,a03,MECH,L94 - D23 - Z3002 - SS-MSSB-ICG-B04-03 - MECH,
24,94,3006,SS-MSSB-ICG-B01-03,a03,MECH,L94 - D24 - Z3006 - SS-MSSB-ICG-B01-03 - MECH,
25,94,3006,SS-MSSB-ICG-B01-03,a03,MECH,L94 - D25 - Z3006 - SS-MSSB-ICG-B01-03 - MECH,
27,94,3008,NE-MSSB-ICG-L00-01,a03,MECH,L94 - D27 - Z3008 - NE-MSSB-ICG-L00-01 - MECH,
28,94,3006,E-MSSB-ICG-B01-03,x09,MECH,L94 - D28 - Z3006 - E-MSSB-ICG-B01-03 - MECH,
31,94,3009,E-MSSB-ICG-L01-02,a03,MECH,L94 - D31 - Z3009 - E-MSSB-ICG-L01-02 - MECH,
32,94,3009,E-MSSB-ICG-L01-09,a03,MECH,L94 - D32 - Z3009 - E-MSSB-ICG-L01-09 - MECH,
35,94,3015,BLACK HIDE AC SHUT DOWN,a03,INOUT,L94 - D35 - Z3015 - BLACK HIDE AC SHUT DOWN - INOUT,
50,94,2100,IRD-ICG-L01-BGK-03 ANSUL UNIT,a03,ANSUL,L94 - D50 - Z2100 - IRD-ICG-L01-BGK-03 ANSUL UNIT - ANSUL,IRD-ICG-L01-BGK-03
51,94,2101,IRD-ICG-L01-BGK-06 ANSUL UNIT,a03,ANSUL,L94 - D51 - Z2101 - IRD-ICG-L01-BGK-06 ANSUL UNIT - ANSUL,IRD-ICG-L01-BGK-06
60,94,3451,IRD-ICG-L01-BGM-08 GAS ROOM 02,a03,GAS,L94 - D60 - Z3451 - IRD-ICG-L01-BGM-08 GAS ROOM 02 - GAS,IRD-ICG-L01-BGM-08
61,94,3451,IRD-ICG-L01-BGM-08 GAS ROOM 02,a03,GAS,L94 - D61 - Z3451 - IRD-ICG-L01-BGM-08 GAS ROOM 02 - GAS,IRD-ICG-L01-BGM-08
62,94,3451,IRD-ICG-L01-BGM-08 GAS ROOM 02,a03,GAS,L94 - D62 - Z3451 - IRD-ICG-L01-BGM-08 GAS ROOM 02 - GAS,IRD-ICG-L01-BGM-08
63,94,3451,IRD-ICG-L01-BGM-08 GAS ROOM 02,a03,GAS,L94 - D63 - Z3451 - IRD-ICG-L01-BGM-08 GAS ROOM 02 - GAS,IRD-ICG-L01-BGM-08
64,94,3451,IRD-ICG-L01-BGM-08 GAS ROOM 02,a03,GAS,L94 - D64 - Z3451 - IRD-ICG-L01-BGM-08 GAS ROOM 02 - GAS,IRD-ICG-L01-BGM-08
65,94,39,IRD-ICG-L01-BGM-08 GAS ROOM 02,x02,OPT,L94 - D65 - Z39 - IRD-ICG-L01-BGM-08 GAS ROOM 02 - OPT,IRD-ICG-L01-BGM-08
1,95,1119,IRD-IT3-L07-EFS-01 SPRINK,a03,SPRINK,L95 - D1 - Z1119 - IRD-IT3-L07-EFS-01 SPRINK - SPRINK,IRD-IT3-L07-EFS-01
2,95,1125,IRD-IT3-L07M-EFS-01 SPRINK,a03,SPRINK,L95 - D2 - Z1125 - IRD-IT3-L07M-EFS-01 SPRINK - SPRINK,IRD-IT3-L07M-EFS-01
20,95,2102,IRD-ICG-L02-FSC-02  ANSUL UNIT,a03,ANSUL,L95 - D20 - Z2102 - IRD-ICG-L02-FSC-02  ANSUL UNIT - ANSUL,IRD-ICG-L02-FSC-02
28,95,3027,MECH DOOR L07 GLASS-CORRI,a03,MECH D,L95 - D28 - Z3027 - MECH DOOR L07 GLASS-CORRI - MECH D,
29,95,3011,MECH DOOR FCS.03.G2-G3,a03,MECH D,L95 - D29 - Z3011 - MECH DOOR FCS.03.G2-G3 - MECH D,
30,95,3011,MECH DOOR FCS.03.G1-G4,a03,MECH D,L95 - D30 - Z3011 - MECH DOOR FCS.03.G1-G4 - MECH D,
31,95,3015,MECH DOOR CSV.02.D1,a03,MECH D,L95 - D31 - Z3015 - MECH DOOR CSV.02.D1 - MECH D,
32,95,3029,E-MSSB-ICG-L07M-02,a03,MECH,L95 - D32 - Z3029 - E-MSSB-ICG-L07M-02 - MECH,
35,95,3015,AZTECA AC SHUT DOWN,a03,MECH,L95 - D35 - Z3015 - AZTECA AC SHUT DOWN - MECH,
36,95,3015,DARK SHEPARD AC SHUT DOWN,a03,MECH,L95 - D36 - Z3015 - DARK SHEPARD AC SHUT DOWN - MECH,
37,95,3015,HUA AC SHUT DOWN,a03,MECH,L95 - D37 - Z3015 - HUA AC SHUT DOWN - MECH,
38,95,3011,E-MSSB-ICG-L02-03,a03,MECH,L95 - D38 - Z3011 - E-MSSB-ICG-L02-03 - MECH,
39,95,3013,E-MSSB-ICG-L03-01,a03,MECH,L95 - D39 - Z3013 - E-MSSB-ICG-L03-01 - MECH,
40,95,3017,E-MSSB-ICG-L04M-03,a03,MECH,L95 - D40 - Z3017 - E-MSSB-ICG-L04M-03 - MECH,
1,96,250,IRD-IT3-L08-GK5-02 KING ROOM,d04,DMULTI,L96 - D1 - Z250 - IRD-IT3-L08-GK5-02 KING ROOM - DMULTI,IRD-IT3-L08-GK5-02
2,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D2 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
3,96,250,IRD-IT3-L08-GK5-03 KING ROOM,d04,DMULTI,L96 - D3 - Z250 - IRD-IT3-L08-GK5-03 KING ROOM - DMULTI,IRD-IT3-L08-GK5-03
4,96,250,IRD-IT3-L08-GK5-04 KING ROOM,d04,DMULTI,L96 - D4 - Z250 - IRD-IT3-L08-GK5-04 KING ROOM - DMULTI,IRD-IT3-L08-GK5-04
5,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D5 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
6,96,250,IRD-IT3-L08-GK5-05 KING ROOM,d04,DMULTI,L96 - D6 - Z250 - IRD-IT3-L08-GK5-05 KING ROOM - DMULTI,IRD-IT3-L08-GK5-05
7,96,250,IRD-IT3-L08-GK5-06 KING ROOM,d04,DMULTI,L96 - D7 - Z250 - IRD-IT3-L08-GK5-06 KING ROOM - DMULTI,IRD-IT3-L08-GK5-06
8,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D8 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
9,96,250,IRD-IT3-L08-GK5-07 KING ROOM,d04,DMULTI,L96 - D9 - Z250 - IRD-IT3-L08-GK5-07 KING ROOM - DMULTI,IRD-IT3-L08-GK5-07
10,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D10 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
11,96,250,IRD-IT3-L08-GK5-08 KING ROOM,d04,DMULTI,L96 - D11 - Z250 - IRD-IT3-L08-GK5-08 KING ROOM - DMULTI,IRD-IT3-L08-GK5-08
12,96,250,IRD-IT3-L08-GK5-09 KING ROOM,d04,DMULTI,L96 - D12 - Z250 - IRD-IT3-L08-GK5-09 KING ROOM - DMULTI,IRD-IT3-L08-GK5-09
13,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D13 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
14,96,250,IRD-IT3-L08-GK5-10 KING ROOM,d04,DMULTI,L96 - D14 - Z250 - IRD-IT3-L08-GK5-10 KING ROOM - DMULTI,IRD-IT3-L08-GK5-10
15,96,250,IRD-IT3-L08-GK5-11 KING ROOM,d04,DMULTI,L96 - D15 - Z250 - IRD-IT3-L08-GK5-11 KING ROOM - DMULTI,IRD-IT3-L08-GK5-11
16,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D16 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
17,96,250,IRD-IT3-L08-GD2-12 DELUXE SUITE,d04,DMULTI,L96 - D17 - Z250 - IRD-IT3-L08-GD2-12 DELUXE SUITE - DMULTI,IRD-IT3-L08-GD2-12
18,96,250,IRD-IT3-L08-GD2-12 DELUXE SUITE,d04,DMULTI,L96 - D18 - Z250 - IRD-IT3-L08-GD2-12 DELUXE SUITE - DMULTI,IRD-IT3-L08-GD2-12
19,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D19 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
20,96,250,IRD-IT3-L08-GT2-13 TWIN ROOM,d04,DMULTI,L96 - D20 - Z250 - IRD-IT3-L08-GT2-13 TWIN ROOM - DMULTI,IRD-IT3-L08-GT2-13
21,96,250,IRD-IT3-L08-GT1-14 TWIN ROOM,d04,DMULTI,L96 - D21 - Z250 - IRD-IT3-L08-GT1-14 TWIN ROOM - DMULTI,IRD-IT3-L08-GT1-14
22,96,250,IRD-IT3-L08-GT1-15 TWIN ROOM,d04,DMULTI,L96 - D22 - Z250 - IRD-IT3-L08-GT1-15 TWIN ROOM - DMULTI,IRD-IT3-L08-GT1-15
23,96,250,IRD-IT3-L08-GK1-16 KING ROOM,d04,DMULTI,L96 - D23 - Z250 - IRD-IT3-L08-GK1-16 KING ROOM - DMULTI,IRD-IT3-L08-GK1-16
24,96,250,IRD-IT3-L08-GK2-17 ACCESIBLE KING,d04,DMULTI,L96 - D24 - Z250 - IRD-IT3-L08-GK2-17 ACCESIBLE KING - DMULTI,IRD-IT3-L08-GK2-17
25,96,250,IRD-IT3-L08-GT1-18 TWIN ROOM,d04,DMULTI,L96 - D25 - Z250 - IRD-IT3-L08-GT1-18 TWIN ROOM - DMULTI,IRD-IT3-L08-GT1-18
26,96,250,IRD-IT3-L08-GT1-19 TWIN ROOM,d04,DMULTI,L96 - D26 - Z250 - IRD-IT3-L08-GT1-19 TWIN ROOM - DMULTI,IRD-IT3-L08-GT1-19
27,96,250,IRD-IT3-L08-CGL-01 CIRCULATION,x02,OPT,L96 - D27 - Z250 - IRD-IT3-L08-CGL-01 CIRCULATION - OPT,IRD-IT3-L08-CGL-01
28,96,250,IRD-IT3-L08-SEL-02 ELEC CUPBOARD,x02,OPT,L96 - D28 - Z250 - IRD-IT3-L08-SEL-02 ELEC CUPBOARD - OPT,IRD-IT3-L08-SEL-02
30,96,250,IRD-IT3-L08-SEL-01 ELEC CUPBOARD,x02,OPT,L96 - D30 - Z250 - IRD-IT3-L08-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L08-SEL-01
31,96,250,IRD-IT3-L08-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D31 - Z250 - IRD-IT3-L08-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L08-BSM-01
32,96,250,IRD-IT3-L08-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D32 - Z250 - IRD-IT3-L08-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L08-BSM-01
33,96,250,IRD-IT3-L08-BSK-01 ICE CUPBOARD,x02,OPT,L96 - D33 - Z250 - IRD-IT3-L08-BSK-01 ICE CUPBOARD - OPT,IRD-IT3-L08-BSK-01
