device,loop,zone,description,subtype,type,name,locationId
34,96,250,IRD-IT3-L08-SFS-01 FIRE CUPBOARD,x02,OPT,L96 - D34 - Z250 - IRD-IT3-L08-SFS-01 FIRE CUPBOARD - OPT,IRD-IT3-L08-SFS-01
35,96,250,IRD-IT3-L08-GD1-01 DELUXE SUITE,d04,DMULTI,L96 - D35 - Z250 - IRD-IT3-L08-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L08-GD1-01
36,96,250,IRD-IT3-L08-GD1-01 DELUXE SUITE,d04,DMULTI,L96 - D36 - Z250 - IRD-IT3-L08-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L08-GD1-01
37,96,250,IRD-IT3-L08-SIC-01 COMMS CUPBOARD,x02,OPT,L96 - D37 - Z250 - IRD-IT3-L08-SIC-01 COMMS CUPBOARD - OPT,IRD-IT3-L08-SIC-01
38,96,251,IRD-IT3-L09-GK5-02 KING ROOM,d04,DMULTI,L96 - D38 - Z251 - IRD-IT3-L09-GK5-02 KING ROOM - DMULTI,IRD-IT3-L09-GK5-02
39,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D39 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
40,96,251,IRD-IT3-L09-GK5-03 KING ROOM,d04,DMULTI,L96 - D40 - Z251 - IRD-IT3-L09-GK5-03 KING ROOM - DMULTI,IRD-IT3-L09-GK5-03
41,96,251,IRD-IT3-L09-GK5-04 KING ROOM,d04,DMULTI,L96 - D41 - Z251 - IRD-IT3-L09-GK5-04 KING ROOM - DMULTI,IRD-IT3-L09-GK5-04
42,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D42 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
43,96,251,IRD-IT3-L09-GK5-05 KING ROOM,d04,DMULTI,L96 - D43 - Z251 - IRD-IT3-L09-GK5-05 KING ROOM - DMULTI,IRD-IT3-L09-GK5-05
44,96,251,IRD-IT3-L09-GK5-06 KING ROOM,d04,DMULTI,L96 - D44 - Z251 - IRD-IT3-L09-GK5-06 KING ROOM - DMULTI,IRD-IT3-L09-GK5-06
45,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D45 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
46,96,251,IRD-IT3-L09-GK5-07 KING ROOM,d04,DMULTI,L96 - D46 - Z251 - IRD-IT3-L09-GK5-07 KING ROOM - DMULTI,IRD-IT3-L09-GK5-07
47,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D47 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
48,96,251,IRD-IT3-L09-GK5-08 KING ROOM,d04,DMULTI,L96 - D48 - Z251 - IRD-IT3-L09-GK5-08 KING ROOM - DMULTI,IRD-IT3-L09-GK5-08
49,96,251,IRD-IT3-L09-GK5-09 KING ROOM,d04,DMULTI,L96 - D49 - Z251 - IRD-IT3-L09-GK5-09 KING ROOM - DMULTI,IRD-IT3-L09-GK5-09
50,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D50 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
51,96,251,IRD-IT3-L09-GK5-10 KING ROOM,d04,DMULTI,L96 - D51 - Z251 - IRD-IT3-L09-GK5-10 KING ROOM - DMULTI,IRD-IT3-L09-GK5-10
52,96,251,IRD-IT3-L09-GK5-11 KING ROOM,d04,DMULTI,L96 - D52 - Z251 - IRD-IT3-L09-GK5-11 KING ROOM - DMULTI,IRD-IT3-L09-GK5-11
53,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D53 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
54,96,251,IRD-IT3-L09-GD2-12 DELUXE SUITE,d04,DMULTI,L96 - D54 - Z251 - IRD-IT3-L09-GD2-12 DELUXE SUITE - DMULTI,IRD-IT3-L09-GD2-12
55,96,251,IRD-IT3-L09-GD2-12 DELUXE SUITE,d04,DMULTI,L96 - D55 - Z251 - IRD-IT3-L09-GD2-12 DELUXE SUITE - DMULTI,IRD-IT3-L09-GD2-12
56,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D56 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
57,96,251,IRD-IT3-L09-GT2-13 TWIN ROOM,d04,DMULTI,L96 - D57 - Z251 - IRD-IT3-L09-GT2-13 TWIN ROOM - DMULTI,IRD-IT3-L09-GT2-13
58,96,251,IRD-IT3-L09-GT1-14 TWIN ROOM,d04,DMULTI,L96 - D58 - Z251 - IRD-IT3-L09-GT1-14 TWIN ROOM - DMULTI,IRD-IT3-L09-GT1-14
59,96,251,IRD-IT3-L09-GT1-15 TWIN ROOM,d04,DMULTI,L96 - D59 - Z251 - IRD-IT3-L09-GT1-15 TWIN ROOM - DMULTI,IRD-IT3-L09-GT1-15
60,96,251,IRD-IT3-L09-GK1-16 KING ROOM,d04,DMULTI,L96 - D60 - Z251 - IRD-IT3-L09-GK1-16 KING ROOM - DMULTI,IRD-IT3-L09-GK1-16
61,96,251,IRD-IT3-L09-GK2-17 ACCESIBLE KING,d04,DMULTI,L96 - D61 - Z251 - IRD-IT3-L09-GK2-17 ACCESIBLE KING - DMULTI,IRD-IT3-L09-GK2-17
62,96,251,IRD-IT3-L09-GT1-18 TWIN ROOM,d04,DMULTI,L96 - D62 - Z251 - IRD-IT3-L09-GT1-18 TWIN ROOM - DMULTI,IRD-IT3-L09-GT1-18
63,96,251,IRD-IT3-L09-GT1-19 TWIN ROOM,d04,DMULTI,L96 - D63 - Z251 - IRD-IT3-L09-GT1-19 TWIN ROOM - DMULTI,IRD-IT3-L09-GT1-19
64,96,251,IRD-IT3-L09-CGL-01 CIRCULATION,x02,OPT,L96 - D64 - Z251 - IRD-IT3-L09-CGL-01 CIRCULATION - OPT,IRD-IT3-L09-CGL-01
65,96,251,IRD-IT3-L09-SEL-02 ELEC CUPBOARD,x02,OPT,L96 - D65 - Z251 - IRD-IT3-L09-SEL-02 ELEC CUPBOARD - OPT,IRD-IT3-L09-SEL-02
67,96,251,IRD-IT3-L09-SEL-01 ELEC CUPBOARD,x02,OPT,L96 - D67 - Z251 - IRD-IT3-L09-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L09-SEL-01
68,96,251,IRD-IT3-L09-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D68 - Z251 - IRD-IT3-L09-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L09-BSM-01
69,96,251,IRD-IT3-L09-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D69 - Z251 - IRD-IT3-L09-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L09-BSM-01
70,96,251,IRD-IT3-L09-BSK-01 ICE CUPBOARD,x02,OPT,L96 - D70 - Z251 - IRD-IT3-L09-BSK-01 ICE CUPBOARD - OPT,IRD-IT3-L09-BSK-01
71,96,251,IRD-IT3-L09-SFS-01 FIRE CUPBOARD,x02,OPT,L96 - D71 - Z251 - IRD-IT3-L09-SFS-01 FIRE CUPBOARD - OPT,IRD-IT3-L09-SFS-01
72,96,251,IRD-IT3-L09-GD1-01 DELUXE SUITE,d04,DMULTI,L96 - D72 - Z251 - IRD-IT3-L09-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L09-GD1-01
73,96,251,IRD-IT3-L09-GD1-01 DELUXE SUITE,d04,DMULTI,L96 - D73 - Z251 - IRD-IT3-L09-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L09-GD1-01
74,96,251,IRD-IT3-L09-SIC-01 COMMS CUPBOARD,x02,OPT,L96 - D74 - Z251 - IRD-IT3-L09-SIC-01 COMMS CUPBOARD - OPT,IRD-IT3-L09-SIC-01
75,96,252,IRD-IT3-L10-GK5-02 KING ROOM,d04,DMULTI,L96 - D75 - Z252 - IRD-IT3-L10-GK5-02 KING ROOM - DMULTI,IRD-IT3-L10-GK5-02
76,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D76 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
77,96,252,IRD-IT3-L10-GK5-03 KING ROOM,d04,DMULTI,L96 - D77 - Z252 - IRD-IT3-L10-GK5-03 KING ROOM - DMULTI,IRD-IT3-L10-GK5-03
78,96,252,IRD-IT3-L10-GK5-04 KING ROOM,d04,DMULTI,L96 - D78 - Z252 - IRD-IT3-L10-GK5-04 KING ROOM - DMULTI,IRD-IT3-L10-GK5-04
79,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D79 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
80,96,252,IRD-IT3-L10-GK5-05 KING ROOM,d04,DMULTI,L96 - D80 - Z252 - IRD-IT3-L10-GK5-05 KING ROOM - DMULTI,IRD-IT3-L10-GK5-05
81,96,252,IRD-IT3-L10-GK5-06 KING ROOM,d04,DMULTI,L96 - D81 - Z252 - IRD-IT3-L10-GK5-06 KING ROOM - DMULTI,IRD-IT3-L10-GK5-06
82,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D82 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
83,96,252,IRD-IT3-L10-GK5-07 KING ROOM,d04,DMULTI,L96 - D83 - Z252 - IRD-IT3-L10-GK5-07 KING ROOM - DMULTI,IRD-IT3-L10-GK5-07
84,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D84 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
85,96,252,IRD-IT3-L10-GK5-08 KING ROOM,d04,DMULTI,L96 - D85 - Z252 - IRD-IT3-L10-GK5-08 KING ROOM - DMULTI,IRD-IT3-L10-GK5-08
86,96,252,IRD-IT3-L10-GK5-09 KING ROOM,d04,DMULTI,L96 - D86 - Z252 - IRD-IT3-L10-GK5-09 KING ROOM - DMULTI,IRD-IT3-L10-GK5-09
87,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D87 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
88,96,252,IRD-IT3-L10-GK5-10 KING ROOM,d04,DMULTI,L96 - D88 - Z252 - IRD-IT3-L10-GK5-10 KING ROOM - DMULTI,IRD-IT3-L10-GK5-10
89,96,252,IRD-IT3-L10-GK5-11 KING ROOM,d04,DMULTI,L96 - D89 - Z252 - IRD-IT3-L10-GK5-11 KING ROOM - DMULTI,IRD-IT3-L10-GK5-11
90,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D90 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
91,96,252,IRD-IT3-L10-GD2-12 DELUXE SUITE,d04,DMULTI,L96 - D91 - Z252 - IRD-IT3-L10-GD2-12 DELUXE SUITE - DMULTI,IRD-IT3-L10-GD2-12
92,96,252,IRD-IT3-L10-GD2-12 DELUXE SUITE,d04,DMULTI,L96 - D92 - Z252 - IRD-IT3-L10-GD2-12 DELUXE SUITE - DMULTI,IRD-IT3-L10-GD2-12
93,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D93 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
94,96,252,IRD-IT3-L10-GK7-13 KING ROOM,d04,DMULTI,L96 - D94 - Z252 - IRD-IT3-L10-GK7-13 KING ROOM - DMULTI,IRD-IT3-L10-GK7-13
95,96,252,IRD-IT3-L10-GK7-13 KING ROOM,d04,DMULTI,L96 - D95 - Z252 - IRD-IT3-L10-GK7-13 KING ROOM - DMULTI,IRD-IT3-L10-GK7-13
96,96,252,IRD-IT3-L10-GT1-14 TWIN ROOM,d04,DMULTI,L96 - D96 - Z252 - IRD-IT3-L10-GT1-14 TWIN ROOM - DMULTI,IRD-IT3-L10-GT1-14
97,96,252,IRD-IT3-L10-GT1-15 TWIN ROOM,d04,DMULTI,L96 - D97 - Z252 - IRD-IT3-L10-GT1-15 TWIN ROOM - DMULTI,IRD-IT3-L10-GT1-15
98,96,252,IRD-IT3-L10-GK1-16 KING ROOM,d04,DMULTI,L96 - D98 - Z252 - IRD-IT3-L10-GK1-16 KING ROOM - DMULTI,IRD-IT3-L10-GK1-16
99,96,252,IRD-IT3-L10-GK2-17 ACCESIBLE KING,d04,DMULTI,L96 - D99 - Z252 - IRD-IT3-L10-GK2-17 ACCESIBLE KING - DMULTI,IRD-IT3-L10-GK2-17
100,96,252,IRD-IT3-L10-GT1-18 TWIN ROOM,d04,DMULTI,L96 - D100 - Z252 - IRD-IT3-L10-GT1-18 TWIN ROOM - DMULTI,IRD-IT3-L10-GT1-18
101,96,252,IRD-IT3-L10-GT1-19 TWIN ROOM,d04,DMULTI,L96 - D101 - Z252 - IRD-IT3-L10-GT1-19 TWIN ROOM - DMULTI,IRD-IT3-L10-GT1-19
102,96,252,IRD-IT3-L10-CGL-01 CIRCULATION,x02,OPT,L96 - D102 - Z252 - IRD-IT3-L10-CGL-01 CIRCULATION - OPT,IRD-IT3-L10-CGL-01
103,96,252,IRD-IT3-L10-SEL-02 ELEC CUPBOARD,x02,OPT,L96 - D103 - Z252 - IRD-IT3-L10-SEL-02 ELEC CUPBOARD - OPT,IRD-IT3-L10-SEL-02
104,96,252,IRD-IT3-L10-SEL-01 ELEC CUPBOARD,x02,OPT,L96 - D104 - Z252 - IRD-IT3-L10-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L10-SEL-01
105,96,252,IRD-IT3-L10-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D105 - Z252 - IRD-IT3-L10-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L10-BSM-01
106,96,252,IRD-IT3-L10-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D106 - Z252 - IRD-IT3-L10-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L10-BSM-01
107,96,252,IRD-IT3-L10-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D107 - Z252 - IRD-IT3-L10-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L10-BSM-01
108,96,252,IRD-IT3-L10-SFS-01 FIRE CUPBOARD,x02,OPT,L96 - D108 - Z252 - IRD-IT3-L10-SFS-01 FIRE CUPBOARD - OPT,IRD-IT3-L10-SFS-01
109,96,252,IRD-IT3-L10-GD1-01 DELUXE SUITE,d04,DMULTI,L96 - D109 - Z252 - IRD-IT3-L10-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L10-GD1-01
110,96,252,IRD-IT3-L10-GD1-01 DELUXE SUITE,d04,DMULTI,L96 - D110 - Z252 - IRD-IT3-L10-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L10-GD1-01
111,96,252,IRD-IT3-L10-SIC-01 COMMS CUPBOARD,x02,OPT,L96 - D111 - Z252 - IRD-IT3-L10-SIC-01 COMMS CUPBOARD - OPT,IRD-IT3-L10-SIC-01
112,96,252,IRD-IT3-L10-BSM-01 STAR GRAND BOH,x02,OPT,L96 - D112 - Z252 - IRD-IT3-L10-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L10-BSM-01
113,96,252,IRD-IT3-L10-BSK-01 ICE CUPBOARD,x02,OPT,L96 - D113 - Z252 - IRD-IT3-L10-BSK-01 ICE CUPBOARD - OPT,IRD-IT3-L10-BSK-01
114,96,2022,FPS-BMV-ICG-L10-02,a03,HYD,L96 - D114 - Z2022 - FPS-BMV-ICG-L10-02 - HYD,
126,96,3404,IRD-IT3-L08-SIC-01 SECURUTY TRIP,a03,SEC,L96 - D126 - Z3404 - IRD-IT3-L08-SIC-01 SECURUTY TRIP - SEC,IRD-IT3-L08-SIC-01
1,97,253,IRD-IT3-L11-GK5-02 KING ROOM,d04,DMULTI,L97 - D1 - Z253 - IRD-IT3-L11-GK5-02 KING ROOM - DMULTI,IRD-IT3-L11-GK5-02
2,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D2 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
3,97,253,IRD-IT3-L11-GK5-03 KING ROOM,d04,DMULTI,L97 - D3 - Z253 - IRD-IT3-L11-GK5-03 KING ROOM - DMULTI,IRD-IT3-L11-GK5-03
4,97,253,IRD-IT3-L11-GK5-04 KING ROOM,d04,DMULTI,L97 - D4 - Z253 - IRD-IT3-L11-GK5-04 KING ROOM - DMULTI,IRD-IT3-L11-GK5-04
5,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D5 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
6,97,253,IRD-IT3-L11-GK5-05 KING ROOM,d04,DMULTI,L97 - D6 - Z253 - IRD-IT3-L11-GK5-05 KING ROOM - DMULTI,IRD-IT3-L11-GK5-05
7,97,253,IRD-IT3-L11-GK5-06 KING ROOM,d04,DMULTI,L97 - D7 - Z253 - IRD-IT3-L11-GK5-06 KING ROOM - DMULTI,IRD-IT3-L11-GK5-06
8,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D8 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
9,97,253,IRD-IT3-L11-GK5-07 KING ROOM,d04,DMULTI,L97 - D9 - Z253 - IRD-IT3-L11-GK5-07 KING ROOM - DMULTI,IRD-IT3-L11-GK5-07
10,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D10 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
11,97,253,IRD-IT3-L11-GK5-08 KING ROOM,d04,DMULTI,L97 - D11 - Z253 - IRD-IT3-L11-GK5-08 KING ROOM - DMULTI,IRD-IT3-L11-GK5-08
12,97,253,IRD-IT3-L11-GK5-09 KING ROOM,d04,DMULTI,L97 - D12 - Z253 - IRD-IT3-L11-GK5-09 KING ROOM - DMULTI,IRD-IT3-L11-GK5-09
13,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D13 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
14,97,253,IRD-IT3-L11-GK5-10 KING ROOM,d04,DMULTI,L97 - D14 - Z253 - IRD-IT3-L11-GK5-10 KING ROOM - DMULTI,IRD-IT3-L11-GK5-10
15,97,253,IRD-IT3-L11-GK5-11 KING ROOM,d04,DMULTI,L97 - D15 - Z253 - IRD-IT3-L11-GK5-11 KING ROOM - DMULTI,IRD-IT3-L11-GK5-11
16,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D16 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
17,97,253,IRD-IT3-L11-GD5-12 DELUXE SUITE,d04,DMULTI,L97 - D17 - Z253 - IRD-IT3-L11-GD5-12 DELUXE SUITE - DMULTI,IRD-IT3-L11-GD5-12
18,97,253,IRD-IT3-L11-GD5-12 DELUXE SUITE,d04,DMULTI,L97 - D18 - Z253 - IRD-IT3-L11-GD5-12 DELUXE SUITE - DMULTI,IRD-IT3-L11-GD5-12
19,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D19 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
20,97,253,IRD-IT3-L11-GK7-13 KING ROOM,d04,DMULTI,L97 - D20 - Z253 - IRD-IT3-L11-GK7-13 KING ROOM - DMULTI,IRD-IT3-L11-GK7-13
21,97,253,IRD-IT3-L11-GK7-13 KING ROOM,d04,DMULTI,L97 - D21 - Z253 - IRD-IT3-L11-GK7-13 KING ROOM - DMULTI,IRD-IT3-L11-GK7-13
22,97,253,IRD-IT3-L11-GT1-14 TWIN ROOM,d04,DMULTI,L97 - D22 - Z253 - IRD-IT3-L11-GT1-14 TWIN ROOM - DMULTI,IRD-IT3-L11-GT1-14
23,97,253,IRD-IT3-L11-GT1-15 TWIN ROOM,d04,DMULTI,L97 - D23 - Z253 - IRD-IT3-L11-GT1-15 TWIN ROOM - DMULTI,IRD-IT3-L11-GT1-15
24,97,253,IRD-IT3-L11-GK1-16 KING ROOM,d04,DMULTI,L97 - D24 - Z253 - IRD-IT3-L11-GK1-16 KING ROOM - DMULTI,IRD-IT3-L11-GK1-16
25,97,253,IRD-IT3-L11-GA1-17 ACCESIBLE KING,d04,DMULTI,L97 - D25 - Z253 - IRD-IT3-L11-GA1-17 ACCESIBLE KING - DMULTI,IRD-IT3-L11-GA1-17
26,97,253,IRD-IT3-L11-GT1-18 TWIN ROOM,d04,DMULTI,L97 - D26 - Z253 - IRD-IT3-L11-GT1-18 TWIN ROOM - DMULTI,IRD-IT3-L11-GT1-18
27,97,253,IRD-IT3-L11-GT1-19 TWIN ROOM,d04,DMULTI,L97 - D27 - Z253 - IRD-IT3-L11-GT1-19 TWIN ROOM - DMULTI,IRD-IT3-L11-GT1-19
28,97,253,IRD-IT3-L11-CGL-01 CIRCULATION,x02,OPT,L97 - D28 - Z253 - IRD-IT3-L11-CGL-01 CIRCULATION - OPT,IRD-IT3-L11-CGL-01
29,97,253,IRD-IT3-L11-SEL-02 ELEC CUPBOARD,x02,OPT,L97 - D29 - Z253 - IRD-IT3-L11-SEL-02 ELEC CUPBOARD - OPT,IRD-IT3-L11-SEL-02
30,97,253,IRD-IT3-L11-BSM-01 STAR GRAND BOH,x02,OPT,L97 - D30 - Z253 - IRD-IT3-L11-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L11-BSM-01
31,97,253,IRD-IT3-L11-SEL-01 ELEC CUPBOARD,x02,OPT,L97 - D31 - Z253 - IRD-IT3-L11-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L11-SEL-01
32,97,253,IRD-IT3-L11-BSM-01 STAR GRAND BOH,x02,OPT,L97 - D32 - Z253 - IRD-IT3-L11-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L11-BSM-01
33,97,253,IRD-IT3-L11-BSM-01 STAR GRAND BOH,x02,OPT,L97 - D33 - Z253 - IRD-IT3-L11-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L11-BSM-01
34,97,253,IRD-IT3-L11-BSK-01 ICE CUPBOARD,x02,OPT,L97 - D34 - Z253 - IRD-IT3-L11-BSK-01 ICE CUPBOARD - OPT,IRD-IT3-L11-BSK-01
35,97,253,IRD-IT3-L11-BSM-01 STAR GRAND BOH,x02,OPT,L97 - D35 - Z253 - IRD-IT3-L11-BSM-01 STAR GRAND BOH - OPT,IRD-IT3-L11-BSM-01
36,97,253,IRD-IT3-L11-SFS-01 FIRE CUPBOARD,x02,OPT,L97 - D36 - Z253 - IRD-IT3-L11-SFS-01 FIRE CUPBOARD - OPT,IRD-IT3-L11-SFS-01
37,97,253,IRD-IT3-L11-GD1-01 DELUXE SUITE,d04,DMULTI,L97 - D37 - Z253 - IRD-IT3-L11-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L11-GD1-01
38,97,253,IRD-IT3-L11-GD1-01 DELUXE SUITE,d04,DMULTI,L97 - D38 - Z253 - IRD-IT3-L11-GD1-01 DELUXE SUITE - DMULTI,IRD-IT3-L11-GD1-01
39,97,253,IRD-IT3-L11-SIC-01 COMMS CUPBOARD,x02,OPT,L97 - D39 - Z253 - IRD-IT3-L11-SIC-01 COMMS CUPBOARD - OPT,IRD-IT3-L11-SIC-01
40,97,254,IRD-IT3-L12-GK5-02 KING ROOM,d04,DMULTI,L97 - D40 - Z254 - IRD-IT3-L12-GK5-02 KING ROOM - DMULTI,IRD-IT3-L12-GK5-02
41,97,254,IRD-IT3-L12-CGL-01 CIRCULATION,x02,OPT,L97 - D41 - Z254 - IRD-IT3-L12-CGL-01 CIRCULATION - OPT,IRD-IT3-L12-CGL-01
42,97,254,IRD-IT3-L12-GK5-03 KING ROOM,d04,DMULTI,L97 - D42 - Z254 - IRD-IT3-L12-GK5-03 KING ROOM - DMULTI,IRD-IT3-L12-GK5-03
43,97,254,IRD-IT3-L12-GK5-04 KING ROOM,d04,DMULTI,L97 - D43 - Z254 - IRD-IT3-L12-GK5-04 KING ROOM - DMULTI,IRD-IT3-L12-GK5-04
44,97,254,IRD-IT3-L12-CGL-01 CIRCULATION,x02,OPT,L97 - D44 - Z254 - IRD-IT3-L12-CGL-01 CIRCULATION - OPT,IRD-IT3-L12-CGL-01
45,97,254,IRD-IT3-L12-GK5-05 KING ROOM,d04,DMULTI,L97 - D45 - Z254 - IRD-IT3-L12-GK5-05 KING ROOM - DMULTI,IRD-IT3-L12-GK5-05
46,97,254,IRD-IT3-L12-GK5-06 KING ROOM,d04,DMULTI,L97 - D46 - Z254 - IRD-IT3-L12-GK5-06 KING ROOM - DMULTI,IRD-IT3-L12-GK5-06
47,97,254,IRD-IT3-L12-CGL-01 CIRCULATION,x02,OPT,L97 - D47 - Z254 - IRD-IT3-L12-CGL-01 CIRCULATION - OPT,IRD-IT3-L12-CGL-01
48,97,254,IRD-IT3-L12-GK5-07 KING ROOM,d04,DMULTI,L97 - D48 - Z254 - IRD-IT3-L12-GK5-07 KING ROOM - DMULTI,IRD-IT3-L12-GK5-07
49,97,254,IRD-IT3-L12-CGL-01 CIRCULATION,x02,OPT,L97 - D49 - Z254 - IRD-IT3-L12-CGL-01 CIRCULATION - OPT,IRD-IT3-L12-CGL-01
50,97,254,IRD-IT3-L12-GK5-08 KING ROOM,d04,DMULTI,L97 - D50 - Z254 - IRD-IT3-L12-GK5-08 KING ROOM - DMULTI,IRD-IT3-L12-GK5-08
51,97,254,IRD-IT3-L12-GK5-09 KING ROOM,d04,DMULTI,L97 - D51 - Z254 - IRD-IT3-L12-GK5-09 KING ROOM - DMULTI,IRD-IT3-L12-GK5-09
52,97,254,IRD-IT3-L12-CGL-01 CIRCULATION,x02,OPT,L97 - D52 - Z254 - IRD-IT3-L12-CGL-01 CIRCULATION - OPT,IRD-IT3-L12-CGL-01
53,97,254,IRD-IT3-L12-GK5-10 KING ROOM,d04,DMULTI,L97 - D53 - Z254 - IRD-IT3-L12-GK5-10 KING ROOM - DMULTI,IRD-IT3-L12-GK5-10
54,97,254,IRD-IT3-L12-GK5-11 KING ROOM,d04,DMULTI,L97 - D54 - Z254 - IRD-IT3-L12-GK5-11 KING ROOM - DMULTI,IRD-IT3-L12-GK5-11
55,97,254,IRD-IT3-L12-CGL-01 CIRCULATION,x02,OPT,L97 - D55 - Z254 - IRD-IT3-L12-CGL-01 CIRCULATION - OPT,IRD-IT3-L12-CGL-01
56,97,254,IRD-IT3-L12-GD5-12 DELUXE SUITE,d04,DMULTI,L97 - D56 - Z254 - IRD-IT3-L12-GD5-12 DELUXE SUITE - DMULTI,IRD-IT3-L12-GD5-12
57,97,254,IRD-IT3-L12-GD5-12 DELUXE SUITE,d04,DMULTI,L97 - D57 - Z254 - IRD-IT3-L12-GD5-12 DELUXE SUITE - DMULTI,IRD-IT3-L12-GD5-12
