device,loop,zone,description,subtype,type,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
40,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
41,2,40,IRD-ICG-L01-CGS-10 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
42,2,40,IRD-ICG-L01-CGS-10 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
43,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
44,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
45,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
46,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
47,2,40,IRD-ICG-L01-BCM-10 CARD & DICE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
48,2,40,IRD-ICG-L01-BCM-10 CARD & DICE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
49,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
50,2,40,IRD-ICG-L01-CGS-10 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
51,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
52,2,40,IRD-ICG-L01-PIC-01 IT4 MCCR & DAS,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
53,2,40,IRD-ICG-L01-PIC-01 IT4 MCCR & DAS,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
54,2,40,IRD-ICG-L01-SIC-20 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
55,2,40,IRD-IT4-L01-SEL-01 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
56,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
57,2,41,IRD-ICG-L01-SIC-09 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
58,2,41,IRD-ICG-L01-SEL-05 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
59,2,40,IRD-ICG-L01-SIC-10 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
60,2,41,IRD-ICG-L01-STB-02 VISITOR BIKE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
61,2,41,IRD-ICG-L01-PEL-06 IT4 MSB,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
62,2,41,IRD-ICG-L01-PEL-06 IT4 MSB,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
63,2,3400,IRD-ICG-L01-SIC-20 SECURITY TRIP,a03,SEC,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
64,2,30,IRD-ICG-L00-STT-01 IT4 FURNITURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
65,2,30,IRD-ICG-L00-STG-02 MECH,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
66,2,2005,FPS-BMV-ICG-L01-01,a03,HYD,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
67,2,40,IRD-ICG-L01-BCM-10 CARD & DICE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
68,2,40,IRD-ICG-L01-BCM-10 CARD & DICE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
69,2,41,IRD-ICG-L01-STB-01 RESI BIKE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
70,2,41,IRD-ICG-L01-STB-01 RESI BIKE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
71,2,41,IRD-ICG-L01-STB-01 RESI BIKE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
72,2,40,IRD-IT4-L01-SFS-03 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
73,2,2005,LEVEL 01 VALVE HYD TBC,a03,HYD,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
74,2,41,IRD-ICG-L01-SEL-01 ENERGEX ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,,,,,,
75,2,2005,LEVEL 01 SPRINK TANK VM ,a03,SPRINK,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
76,2,2005,LEVEL 01 SPRINK TANK VM ,a03,SPRINK,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
77,2,40,IRD-ICG-L01-SGA-01 GAS ROOM 1,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
78,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
79,2,3208,LEVEL 01 EXIT INTERFACE STH,a03,SIGN,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
80,2,40,IRD-ICG-L01-SGA-01 TANK/GAS CORRI,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,7,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
81,2,3301,IRD-ICG-L00-PME-05 FAN ROOM DOOR,a03,ROLLER,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
82,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
83,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
84,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
85,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
86,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
87,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
88,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
89,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
90,2,3301,IRD-ICG-L00-CSV-15 BOH CORRI DOOR,a03,DOOR,4,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
91,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
92,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
93,2,3301,IRD-ICG-L00-CSV-14 BOH CORRI DOOR,a03,DOOR,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
94,2,32,IRD-ICG-L00-CSV-20 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
95,2,3301,IRD-ICG-L00-CSV-20 BOH CORRI DOOR,x09,DOOR,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
96,2,32,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,6,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
97,2,3301,IRD-ICG-L00-FTR-01 RESI LOB DOOR,a03,DOOR,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
98,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
99,2,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
100,2,1026,JACKING PUMP ,a03,PUMP,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
101,2,1026,ZONE 1 BOOST VALVE,a02,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
102,2,1026,ANU BAR VALVES,a02,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
103,2,1026,ANU BAR,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
104,2,1026,TOWNS MAIN VALVES,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
105,2,1024,SPRINKLER PRV ZONE 1,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
106,2,1026,SPRINKLER PUMP 1/2 VALVES,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
107,2,1026,SPRINKLER PUMP 1/2 VALVES,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
108,2,1026,SPRINKLER/ RELAY PUMP VALVES,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
109,2,1026,RELAY PUMP 1/2 VALVES,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
110,2,1026,RELAY PUMP 1/2 VALVES,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
111,2,1025,RELAY PRV ZONE 1,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
112,2,1025,RELAY PRV ZONE 1/2,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
113,2,1025,RELAY PRV ZONE 2/3,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
114,2,1025,RELAY PRV ZONE 3,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
115,2,1025,RELAY PRV ZONE 4,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
116,2,1025,RELAY PRV ZONE 4/5,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
117,2,1025,RELAY PRV ZONE 5/6,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
118,2,1025,RELAY PRV ZONE 6,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
119,2,1024,SPRINKLER PRV ZONE 1,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
120,2,1024,SPRINKLER PRV ZONE 2/3,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
121,2,1024,SPRINKLER PRV ZONE 2/3,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
122,2,1024,SPRINKLER PRV ZONE 3/4,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
123,2,1024,SPRINKLER PRV ZONE 3/4,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
124,2,1024,SPRINKLER PRV ZONE 4/5,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
125,2,1024,SPRINKLER PRV ZONE 5/6,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
126,2,1024,SPRINKLER PRV ZONE 6,a03,VM,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
1,3,48,IRD-ICG-L02-PFS-01 FIRE CONTROL,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
2,3,49,IRD-ICG-L02-FTL-01 RESI LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
3,3,49,IRD-ICG-L02-FTL-01 RESI LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
4,3,49,IRD-ICG-L02-FTL-03 PARCEL RM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
5,3,49,IRD-ICG-L02-RET-04 RETAIL T02 08,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
6,3,49,IRD-ICG-L02-BNA-03 UNUABLE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
7,3,49,IRD-ICG-L02-RET-02 RETAIL T02 09,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
8,3,49,IRD-ICG-L02-SIC-09 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
9,3,49,IRD-ICG-L02-BTM-01 SERVICES ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
10,3,49,IRD-ICG-L02-SIC-20 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
11,3,48,IRD-ICG-L02-FTL-02 RESI LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
12,3,48,IRD-ICG-L02-BGD-01 BOH LIFT LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
13,3,48,IRD-ICG-L02-CSV-03 SERVICE CORRI,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
14,3,48,IRD-ICG-L02-RFB-05 F&B F02 06,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
15,3,48,IRD-ICG-L02-BCS-01 LIFT ACCESS RM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
16,3,48,IRD-ICG-L02-BGD-01 BOH LIFT LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
17,3,48,IRD-ICG-L02-RFB-05 F&B F02 06,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
18,3,3301,IRD-ICG-L02-FTL-01 RESI DOOR,a03,DOOR,4,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,,,,,,
19,3,49,IRD-IT4-L02-SEL-02 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
20,3,47,IRD-ICG-L02-LGL-103 ATRIUM LOBBY,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,151,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
21,3,47,IRD-ICG-L02-LGL-103 ATRIUM LOBBY,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,151,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
22,3,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
23,3,54,IRD-ICG-L03-SIC-10 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,9,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
24,3,54,IRD-ICG-L03-LGL-103 ATRIUM LOBBY,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,151,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
25,3,54,IRD-ICG-L03-LGL-103 ATRIUM LOBBY,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,151,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
26,3,60,IRD-IT4-L04-SFS-17 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
27,3,60,IRD-ICG-L04-CFS-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
28,3,60,IRD-ICG-L04-CFS-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
29,3,61,IRD-ICG-L04-BGD-01 BOH LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
30,3,61,IRD-ICG-L04-BCS-01 LIFT ACCESS RM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
31,3,60,IRD-ICG-L04-CSV-03 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
32,3,60,IRD-ICG-L04-FTL-02 RESI LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
33,3,60,IRD-IT4-L04-SEL-03 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
34,3,60,IRD-ICG-L04-CSV-03 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
35,3,60,IRD-ICG-L04-FTL-01 RESI AIRLOCK,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
36,3,60,IRD-IT4-L04-SEL-04 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
37,3,60,IRD-ICG-L04-BTM-03 SERVICE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
38,3,60,IRD-ICG-L04-FTL-02 RESI LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,,,,,,
39,3,60,IRD-ICG-L04-SIC-09 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
40,3,60,IRD-ICG-L04-BTM-02 SERVICE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
41,3,60,IRD-ICG-L04-RET-11 RETAIL T04 01,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
42,3,60,IRD-ICG-L04-SIC-20 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
43,3,60,IRD-ICG-L04-CSV-03 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
44,3,61,IRD-ICG-L04-LGE-03 CIRCULATION,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
45,3,62,IRD-ICG-L04-CGP-01 ATRIUM LOBBY,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
46,3,62,IRD-ICG-L04-LGL-103 ATRIUM LOBBY,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,151,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
47,3,62,IRD-ICG-L04-LGL-103 ATRIUM LOBBY,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,151,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
48,3,2006,LEVEL 02 VALVE HYD TBC,a03,HYD,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
49,3,47,IRD-ICG-L02-SIC-12 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
50,3,47,IRD-ICG-L02-SEL-10 AV CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,0,0,0,0,180,N,100,80,0,0,0,0,0,,,,,,
51,3,60,IRD-ICG-L04-CSV-03 BOH CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
52,3,60,IRD-ICG-L04-BTM-03 SERVICE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,10,0,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
53,3,49,IRD-ICG-L02-BTA-01 MANAGER OFFICE,x11,SOUND,0,0,N,Y,Y,Y,Y,Y,N,Y,204,0,0,0,0,0,N,100,80,0,0,0,0,0,NA,,,,,
54,3,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
55,3,49,IRD-ICG-L02-BTA-01 MANAGER OFFICE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,8,204,0,0,0,180,N,100,80,0,0,0,0,0,NA,,,,,
56,3,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
