zone,description,raw
1766,Unassigned Text,Z 1 Z 1
1767,Unassigned Text,Z 1 Z 1
1768,Unassigned Text,Z 1 Z 1
1769,Unassigned Text,Z 1 Z 1
1770,Unassigned Text,Z 1 Z 1
1771,Unassigned Text,Z 1 Z 1
1772,Unassigned Text,Z 1 Z 1
1773,Unassigned Text,Z 1 Z 1
1774,Unassigned Text,Z 1 Z 1
1775,Unassigned Text,Z 1 Z 1
1776,Unassigned Text,Z 1 Z 1
1777,Unassigned Text,Z 1 Z 1
1778,Unassigned Text,Z 1 Z 1
1779,Unassigned Text,Z 1 Z 1
1780,Unassigned Text,Z 1 Z 1
1781,Unassigned Text,Z 1 Z 1
1782,Unassigned Text,Z 1 Z 1
1783,Unassigned Text,Z 1 Z 1
1784,Unassigned Text,Z 1 Z 1
1785,Unassigned Text,Z 1 Z 1
1786,Unassigned Text,Z 1 Z 1
1787,Unassigned Text,Z 1 Z 1
1788,Unassigned Text,Z 1 Z 1
1789,Unassigned Text,Z 1 Z 1
1790,Unassigned Text,Z 1 Z 1
1791,Unassigned Text,Z 1 Z 1
1792,Unassigned Text,Z 1 Z 1
1793,Unassigned Text,Z 1 Z 1
1794,Unassigned Text,Z 1 Z 1
1795,Unassigned Text,Z 1 Z 1
1796,Unassigned Text,Z 1 Z 1
1797,Unassigned Text,Z 1 Z 1
1798,Unassigned Text,Z 1 Z 1
1799,Unassigned Text,Z 1 Z 1
1800,Unassigned Text,Z 1 Z 1
1801,Unassigned Text,Z 1 Z 1
1802,Unassigned Text,Z 1 Z 1
1803,Unassigned Text,Z 1 Z 1
1804,Unassigned Text,Z 1 Z 1
1805,Unassigned Text,Z 1 Z 1
1806,Unassigned Text,Z 1 Z 1
1807,Unassigned Text,Z 1 Z 1
1808,Unassigned Text,Z 1 Z 1
1809,Unassigned Text,Z 1 Z 1
1810,Unassigned Text,Z 1 Z 1
1811,Unassigned Text,Z 1 Z 1
1812,Unassigned Text,Z 1 Z 1
1813,Unassigned Text,Z 1 Z 1
1814,Unassigned Text,Z 1 Z 1
1815,Unassigned Text,Z 1 Z 1
1816,Unassigned Text,Z 1 Z 1
1817,Unassigned Text,Z 1 Z 1
1818,Unassigned Text,Z 1 Z 1
1819,Unassigned Text,Z 1 Z 1
1820,Unassigned Text,Z 1 Z 1
1821,Unassigned Text,Z 1 Z 1
1822,Unassigned Text,Z 1 Z 1
1823,Unassigned Text,Z 1 Z 1
1824,Unassigned Text,Z 1 Z 1
1825,Unassigned Text,Z 1 Z 1
1826,Unassigned Text,Z 1 Z 1
1827,Unassigned Text,Z 1 Z 1
1828,Unassigned Text,Z 1 Z 1
1829,Unassigned Text,Z 1 Z 1
1830,Unassigned Text,Z 1 Z 1
1831,Unassigned Text,Z 1 Z 1
1832,Unassigned Text,Z 1 Z 1
1833,Unassigned Text,Z 1 Z 1
1834,Unassigned Text,Z 1 Z 1
1835,Unassigned Text,Z 1 Z 1
1836,Unassigned Text,Z 1 Z 1
1837,Unassigned Text,Z 1 Z 1
1838,Unassigned Text,Z 1 Z 1
1839,Unassigned Text,Z 1 Z 1
1840,Unassigned Text,Z 1 Z 1
1841,Unassigned Text,Z 1 Z 1
1842,Unassigned Text,Z 1 Z 1
1843,Unassigned Text,Z 1 Z 1
1844,Unassigned Text,Z 1 Z 1
1845,Unassigned Text,Z 1 Z 1
1846,Unassigned Text,Z 1 Z 1
1847,Unassigned Text,Z 1 Z 1
1848,Unassigned Text,Z 1 Z 1
1849,Unassigned Text,Z 1 Z 1
1850,Unassigned Text,Z 1 Z 1
1851,Unassigned Text,Z 1 Z 1
1852,Unassigned Text,Z 1 Z 1
1853,Unassigned Text,Z 1 Z 1
1854,Unassigned Text,Z 1 Z 1
1855,Unassigned Text,Z 1 Z 1
1856,Unassigned Text,Z 1 Z 1
1857,Unassigned Text,Z 1 Z 1
1858,Unassigned Text,Z 1 Z 1
1859,Unassigned Text,Z 1 Z 1
1860,Unassigned Text,Z 1 Z 1
1861,Unassigned Text,Z 1 Z 1
1862,Unassigned Text,Z 1 Z 1
1863,Unassigned Text,Z 1 Z 1
1864,Unassigned Text,Z 1 Z 1
1865,Unassigned Text,Z 1 Z 1
1866,Unassigned Text,Z 1 Z 1
1867,Unassigned Text,Z 1 Z 1
1868,Unassigned Text,Z 1 Z 1
1869,Unassigned Text,Z 1 Z 1
1870,Unassigned Text,Z 1 Z 1
1871,Unassigned Text,Z 1 Z 1
1872,Unassigned Text,Z 1 Z 1
1873,Unassigned Text,Z 1 Z 1
1874,Unassigned Text,Z 1 Z 1
1875,Unassigned Text,Z 1 Z 1
1876,Unassigned Text,Z 1 Z 1
1877,Unassigned Text,Z 1 Z 1
1878,Unassigned Text,Z 1 Z 1
1879,Unassigned Text,Z 1 Z 1
1880,Unassigned Text,Z 1 Z 1
1881,Unassigned Text,Z 1 Z 1
1882,Unassigned Text,Z 1 Z 1
1883,Unassigned Text,Z 1 Z 1
1884,Unassigned Text,Z 1 Z 1
1885,Unassigned Text,Z 1 Z 1
1886,Unassigned Text,Z 1 Z 1
1887,Unassigned Text,Z 1 Z 1
1888,Unassigned Text,Z 1 Z 1
1889,Unassigned Text,Z 1 Z 1
1890,Unassigned Text,Z 1 Z 1
1891,Unassigned Text,Z 1 Z 1
1892,Unassigned Text,Z 1 Z 1
1893,Unassigned Text,Z 1 Z 1
1894,Unassigned Text,Z 1 Z 1
1895,Unassigned Text,Z 1 Z 1
1896,Unassigned Text,Z 1 Z 1
1897,Unassigned Text,Z 1 Z 1
1898,Unassigned Text,Z 1 Z 1
1899,Unassigned Text,Z 1 Z 1
1900,IT2 L05M PRE ACTION,Z 1 Z 1
1901,IT3 L05M PRE ACTION ,Z 1 Z 1
1902,,Z 1 Z 1
1903,,Z 1 Z 1
1904,Unassigned Text,Z 1 Z 1
1905,Unassigned Text,Z 1 Z 1
1906,Unassigned Text,Z 1 Z 1
1907,Unassigned Text,Z 1 Z 1
1908,Unassigned Text,Z 1 Z 1
1909,Unassigned Text,Z 1 Z 1
1910,Unassigned Text,Z 1 Z 1
1911,Unassigned Text,Z 1 Z 1
1912,Unassigned Text,Z 1 Z 1
1913,Unassigned Text,Z 1 Z 1
1914,Unassigned Text,Z 1 Z 1
1915,Unassigned Text,Z 1 Z 1
1916,Unassigned Text,Z 1 Z 1
1917,Unassigned Text,Z 1 Z 1
1918,Unassigned Text,Z 1 Z 1
1919,Unassigned Text,Z 1 Z 1
1920,Unassigned Text,Z 1 Z 1
1921,Unassigned Text,Z 1 Z 1
1922,Unassigned Text,Z 1 Z 1
1923,Unassigned Text,Z 1 Z 1
1924,Unassigned Text,Z 1 Z 1
1925,Unassigned Text,Z 1 Z 1
1926,Unassigned Text,Z 1 Z 1
1927,Unassigned Text,Z 1 Z 1
1928,Unassigned Text,Z 1 Z 1
1929,Unassigned Text,Z 1 Z 1
1930,Unassigned Text,Z 1 Z 1
1931,Unassigned Text,Z 1 Z 1
1932,Unassigned Text,Z 1 Z 1
1933,Unassigned Text,Z 1 Z 1
1934,Unassigned Text,Z 1 Z 1
1935,Unassigned Text,Z 1 Z 1
1936,Unassigned Text,Z 1 Z 1
1937,Unassigned Text,Z 1 Z 1
1938,Unassigned Text,Z 1 Z 1
1939,Unassigned Text,Z 1 Z 1
1940,Unassigned Text,Z 1 Z 1
1941,Unassigned Text,Z 1 Z 1
1942,Unassigned Text,Z 1 Z 1
1943,Unassigned Text,Z 1 Z 1
1944,Unassigned Text,Z 1 Z 1
1945,Unassigned Text,Z 1 Z 1
1946,Unassigned Text,Z 1 Z 1
1947,Unassigned Text,Z 1 Z 1
1948,Unassigned Text,Z 1 Z 1
1949,Unassigned Text,Z 1 Z 1
1950,Unassigned Text,Z 1 Z 1
1951,Unassigned Text,Z 1 Z 1
1952,Unassigned Text,Z 1 Z 1
1953,Unassigned Text,Z 1 Z 1
1954,Unassigned Text,Z 1 Z 1
1955,Unassigned Text,Z 1 Z 1
1956,Unassigned Text,Z 1 Z 1
1957,Unassigned Text,Z 1 Z 1
1958,Unassigned Text,Z 1 Z 1
1959,Unassigned Text,Z 1 Z 1
1960,Unassigned Text,Z 1 Z 1
1961,Unassigned Text,Z 1 Z 1
1962,Unassigned Text,Z 1 Z 1
1963,Unassigned Text,Z 1 Z 1
1964,Unassigned Text,Z 1 Z 1
1965,Unassigned Text,Z 1 Z 1
1966,Unassigned Text,Z 1 Z 1
1967,Unassigned Text,Z 1 Z 1
1968,Unassigned Text,Z 1 Z 1
1969,Unassigned Text,Z 1 Z 1
1970,Unassigned Text,Z 1 Z 1
1971,Unassigned Text,Z 1 Z 1
1972,Unassigned Text,Z 1 Z 1
1973,Unassigned Text,Z 1 Z 1
1974,Unassigned Text,Z 1 Z 1
1975,Unassigned Text,Z 1 Z 1
1976,Unassigned Text,Z 1 Z 1
1977,Unassigned Text,Z 1 Z 1
1978,Unassigned Text,Z 1 Z 1
1979,Unassigned Text,Z 1 Z 1
1980,Unassigned Text,Z 1 Z 1
1981,Unassigned Text,Z 1 Z 1
1982,Unassigned Text,Z 1 Z 1
1983,Unassigned Text,Z 1 Z 1
1984,Unassigned Text,Z 1 Z 1
1985,Unassigned Text,Z 1 Z 1
1986,Unassigned Text,Z 1 Z 1
1987,Unassigned Text,Z 1 Z 1
1988,Unassigned Text,Z 1 Z 1
1989,Unassigned Text,Z 1 Z 1
1990,Unassigned Text,Z 1 Z 1
1991,Unassigned Text,Z 1 Z 1
1992,Unassigned Text,Z 1 Z 1
1993,Unassigned Text,Z 1 Z 1
1994,Unassigned Text,Z 1 Z 1
1995,Unassigned Text,Z 1 Z 1
1996,Unassigned Text,Z 1 Z 1
1997,Unassigned Text,Z 1 Z 1
1998,Unassigned Text,Z 1 Z 1
1999,Unassigned Text,Z 1 Z 1
2000,HYDRANT PRESSURE  ZONE 1 B4,Z 1 Z 1
2001,HYDRANT PRESSURE  ZONE 1 B3,Z 1 Z 1
2002,HYDRANT PRESSURE  ZONE 1 B2 ,Z 1 Z 1
2003,HYDRANT PRESSURE  ZONE 1 B1,Z 1 Z 1
2004,HYDRANT PRESSURE ZONE 1 L00,Z 1 Z 1
2005,HYDRANT PRESSURE ZONE 1 L01,Z 1 Z 1
2006,HYDRANT PRESSURE ZONE 1 L02,Z 1 Z 1
2007,HYDRANT PRESSURE ZONE 1 L03,Z 1 Z 1
2008,HYDRANT PRESSURE ZONE 1 L04,Z 1 Z 1
2009,HYDRANT PRESSURE ZONE 1 L04M,Z 1 Z 1
2010,HYDRANT PRESSURE ZONE 1 L05,Z 1 Z 1
2011,HYDRANT PRESSURE ZONE 1 SPARE,Z 1 Z 1
2012,HYDRANT PRESSURE ZONE 1 SPARE,Z 1 Z 1
2013,HYDRANT PRESSURE ZONE 1 SPARE,Z 1 Z 1
2014,HYDRANT PRESSURE ZONE 1 SPARE,Z 1 Z 1
2015,HYDRANT PRESSURE ZONE 2 L05M,Z 1 Z 1
2016,HYDRANT PRESSURE ZONE 2 L06,Z 1 Z 1
2017,HYDRANT PRESSURE ZONE 2 L06M,Z 1 Z 1
2018,HYDRANT PRESSURE ZONE 2 L07,Z 1 Z 1
2019,HYDRANT PRESSURE ZONE 2 L07M,Z 1 Z 1
2020,HYDRANT PRESSURE ZONE 2 L08,Z 1 Z 1
2021,HYDRANT PRESSURE ZONE 2 L09,Z 1 Z 1
2022,HYDRANT PRESSURE ZONE 2 L10,Z 1 Z 1
2023,HYDRANT PRESSURE ZONE 2 L11,Z 1 Z 1
2024,HYDRANT PRESSURE ZONE 2 L12,Z 1 Z 1
2025,HYDRANT PRESSURE ZONE 2 L13,Z 1 Z 1
2026,HYDRANT PRESSURE ZONE 2 L14,Z 1 Z 1
2027,HYDRANT PRESSURE ZONE 3 L15,Z 1 Z 1
2028,HYDRANT PRESSURE ZONE 3 L16,Z 1 Z 1
2029,HYDRANT PRESSURE ZONE 3 L17,Z 1 Z 1
2030,HYDRANT PRESSURE ZONE 3 L18,Z 1 Z 1
2031,HYDRANT PRESSURE ZONE 3 L19,Z 1 Z 1
2032,HYDRANT PRESSURE ZONE 3 L20,Z 1 Z 1
2033,HYDRANT PRESSURE ZONE 3 L21,Z 1 Z 1
2034,HYDRANT PRESSURE ZONE 3 L22,Z 1 Z 1
2035,HYDRANT PRESSURE ZONE 3 L23,Z 1 Z 1
2036,HYDRANT PRESSURE ZONE 3 L24,Z 1 Z 1
2037,HYDRANT PRESSURE ZONE 3 L25,Z 1 Z 1
2038,HYDRANT PRESSURE ZONE 3 L26,Z 1 Z 1
2039,HYDRANT PRESSURE ZONE 3 L27,Z 1 Z 1
2040,HYDRANT PRESSURE ZONE 4 L28,Z 1 Z 1
2041,HYDRANT PRESSURE ZONE 4 L29,Z 1 Z 1
2042,HYDRANT PRESSURE ZONE 4 L30,Z 1 Z 1
2043,HYDRANT PRESSURE ZONE 4 L31,Z 1 Z 1
2044,HYDRANT PRESSURE ZONE 4 L32,Z 1 Z 1
2045,HYDRANT PRESSURE ZONE 4 L33,Z 1 Z 1
2046,HYDRANT PRESSURE ZONE 4 L34,Z 1 Z 1
2047,HYDRANT PRESSURE ZONE 4 L35,Z 1 Z 1
2048,HYDRANT PRESSURE ZONE 4 L36,Z 1 Z 1
2049,HYDRANT PRESSURE ZONE 4 L37,Z 1 Z 1
2050,HYDRANT PRESSURE ZONE 4 L38,Z 1 Z 1
2051,HYDRANT PRESSURE ZONE 4 L39,Z 1 Z 1
2052,HYDRANT PRESSURE ZONE 4 L40,Z 1 Z 1
2053,HYDRANT PRESSURE ZONE 5 L39,Z 1 Z 1
2054,HYDRANT PRESSURE ZONE 5 L40,Z 1 Z 1
2055,HYDRANT PRESSURE ZONE 5 L41,Z 1 Z 1
2056,HYDRANT PRESSURE ZONE 5 L42,Z 1 Z 1
2057,HYDRANT PRESSURE ZONE 5 L43,Z 1 Z 1
2058,HYDRANT PRESSURE ZONE 5 L44,Z 1 Z 1
2059,HYDRANT PRESSURE ZONE 5 L45,Z 1 Z 1
2060,HYDRANT PRESSURE ZONE 5 L46,Z 1 Z 1
2061,HYDRANT PRESSURE ZONE 5 L47,Z 1 Z 1
2062,HYDRANT PRESSURE ZONE 5 L48,Z 1 Z 1
2063,HYDRANT PRESSURE ZONE 5 L49,Z 1 Z 1
2064,HYDRANT PRESSURE ZONE 5 L50,Z 1 Z 1
2065,HYDRANT PRESSURE ZONE 5 L51,Z 1 Z 1
2066,HYDRANT PRESSURE ZONE 5 L52,Z 1 Z 1
2067,HYDRANT PRESSURE ZONE 5 L53,Z 1 Z 1
2068,HYDRANT PRESSURE ZONE 5 L54,Z 1 Z 1
2069,HYDRANT PRESSURE ZONE 6 L55,Z 1 Z 1
2070,HYDRANT PRESSURE ZONE 6 L56,Z 1 Z 1
2071,HYDRANT PRESSURE ZONE 6 L57,Z 1 Z 1
2072,HYDRANT PRESSURE ZONE 6 L58,Z 1 Z 1
2073,HYDRANT PRESSURE ZONE 6 L59,Z 1 Z 1
2074,HYDRANT PRESSURE ZONE 6 L60,Z 1 Z 1
2075,HYDRANT PRESSURE ZONE 6 L61,Z 1 Z 1
2076,HYDRANT PRESSURE ZONE 6 L62,Z 1 Z 1
2077,HYDRANT PRESSURE ZONE 6 L63,Z 1 Z 1
2078,HYDRANT PRESSURE ZONE 6 L64,Z 1 Z 1
2079,HYDRANT PRESSURE ZONE 6 L65,Z 1 Z 1
2080,,Z 1 Z 1
2081,Unassigned Text,Z 1 Z 1
2082,Unassigned Text,Z 1 Z 1
2083,Unassigned Text,Z 1 Z 1
2084,Unassigned Text,Z 1 Z 1
2085,Unassigned Text,Z 1 Z 1
2086,Unassigned Text,Z 1 Z 1
2087,Unassigned Text,Z 1 Z 1
2088,Unassigned Text,Z 1 Z 1
2089,Unassigned Text,Z 1 Z 1
2090,Unassigned Text,Z 1 Z 1
2091,Unassigned Text,Z 1 Z 1
2092,Unassigned Text,Z 1 Z 1
2093,Unassigned Text,Z 1 Z 1
2094,Unassigned Text,Z 1 Z 1
2095,Unassigned Text,Z 1 Z 1
2096,Unassigned Text,Z 1 Z 1
2097,Unassigned Text,Z 1 Z 1
2098,Unassigned Text,Z 1 Z 1
2099,Unassigned Text,Z 1 Z 1
2100,IRD-ICG-L01-BGK-03 ANSUL IT3 L01,Z 1 Z 1
2101,IRD-ICG-L01-BGK-06 ANSUL IT3 L01,Z 1 Z 1
2102,IRD-ICG-L02-FSC-02  ANSUL IT3 L02,Z 1 Z 1
2103,IRD-ICG-L05-CGL-128 ANSUL IT3 L05,Z 1 Z 1
2104,IRD-ICG-L05-CGL-128 ANSUL IT3 L05,Z 1 Z 1
2105,IRD-ICG-L05-FCF-120 ANSUL IT4 L05,Z 1 Z 1
2106,IRD-ICG-L06-FCF-152 ANSUL IT2 L06,Z 1 Z 1
2107,IRD-ICG-L06-BGK-05 ANSUL IT4 L06,Z 1 Z 1
2108,IRD-ICG-L06-BGK-05 ANSUL IT4 L06,Z 1 Z 1
2109,IRD-ICG-L06-BGK-05 ANSUL IT4 L06,Z 1 Z 1
2110,IRD-ICG-L07-BSK-01 ANSUL IT2 L07,Z 1 Z 1
2111,Unassigned Text,Z 1 Z 1
2112,Unassigned Text,Z 1 Z 1
2113,Unassigned Text,Z 1 Z 1
2114,Unassigned Text,Z 1 Z 1
2115,Unassigned Text,Z 1 Z 1
2116,Unassigned Text,Z 1 Z 1
2117,Unassigned Text,Z 1 Z 1
2118,Unassigned Text,Z 1 Z 1
2119,Unassigned Text,Z 1 Z 1
2120,Unassigned Text,Z 1 Z 1
2121,Unassigned Text,Z 1 Z 1
2122,Unassigned Text,Z 1 Z 1
2123,Unassigned Text,Z 1 Z 1
2124,Unassigned Text,Z 1 Z 1
2125,Unassigned Text,Z 1 Z 1
2126,Unassigned Text,Z 1 Z 1
2127,Unassigned Text,Z 1 Z 1
2128,Unassigned Text,Z 1 Z 1
2129,Unassigned Text,Z 1 Z 1
2130,Unassigned Text,Z 1 Z 1
2131,Unassigned Text,Z 1 Z 1
2132,Unassigned Text,Z 1 Z 1
2133,Unassigned Text,Z 1 Z 1
2134,Unassigned Text,Z 1 Z 1
2135,Unassigned Text,Z 1 Z 1
2136,Unassigned Text,Z 1 Z 1
2137,Unassigned Text,Z 1 Z 1
2138,Unassigned Text,Z 1 Z 1
2139,Unassigned Text,Z 1 Z 1
2140,Unassigned Text,Z 1 Z 1
2141,Unassigned Text,Z 1 Z 1
2142,Unassigned Text,Z 1 Z 1
2143,Unassigned Text,Z 1 Z 1
2144,Unassigned Text,Z 1 Z 1
2145,Unassigned Text,Z 1 Z 1
2146,Unassigned Text,Z 1 Z 1
2147,Unassigned Text,Z 1 Z 1
2148,Unassigned Text,Z 1 Z 1
2149,Unassigned Text,Z 1 Z 1
2150,Unassigned Text,Z 1 Z 1
2151,Unassigned Text,Z 1 Z 1
2152,Unassigned Text,Z 1 Z 1
2153,Unassigned Text,Z 1 Z 1
2154,Unassigned Text,Z 1 Z 1
2155,Unassigned Text,Z 1 Z 1
2156,Unassigned Text,Z 1 Z 1
2157,Unassigned Text,Z 1 Z 1
2158,Unassigned Text,Z 1 Z 1
2159,Unassigned Text,Z 1 Z 1
2160,Unassigned Text,Z 1 Z 1
2161,Unassigned Text,Z 1 Z 1
2162,Unassigned Text,Z 1 Z 1
2163,Unassigned Text,Z 1 Z 1
2164,Unassigned Text,Z 1 Z 1
2165,Unassigned Text,Z 1 Z 1
2166,Unassigned Text,Z 1 Z 1
2167,Unassigned Text,Z 1 Z 1
2168,Unassigned Text,Z 1 Z 1
2169,Unassigned Text,Z 1 Z 1
2170,Unassigned Text,Z 1 Z 1
2171,Unassigned Text,Z 1 Z 1
2172,Unassigned Text,Z 1 Z 1
2173,Unassigned Text,Z 1 Z 1
2174,Unassigned Text,Z 1 Z 1
2175,Unassigned Text,Z 1 Z 1
2176,Unassigned Text,Z 1 Z 1
2177,Unassigned Text,Z 1 Z 1
2178,Unassigned Text,Z 1 Z 1
2179,Unassigned Text,Z 1 Z 1
2180,Unassigned Text,Z 1 Z 1
2181,Unassigned Text,Z 1 Z 1
2182,Unassigned Text,Z 1 Z 1
2183,Unassigned Text,Z 1 Z 1
2184,Unassigned Text,Z 1 Z 1
2185,Unassigned Text,Z 1 Z 1
2186,Unassigned Text,Z 1 Z 1
2187,Unassigned Text,Z 1 Z 1
2188,Unassigned Text,Z 1 Z 1
2189,Unassigned Text,Z 1 Z 1
2190,Unassigned Text,Z 1 Z 1
2191,Unassigned Text,Z 1 Z 1
2192,Unassigned Text,Z 1 Z 1
2193,Unassigned Text,Z 1 Z 1
2194,Unassigned Text,Z 1 Z 1
2195,Unassigned Text,Z 1 Z 1
2196,Unassigned Text,Z 1 Z 1
2197,Unassigned Text,Z 1 Z 1
2198,Unassigned Text,Z 1 Z 1
2199,Unassigned Text,Z 1 Z 1
2200,Unassigned Text,Z 1 Z 1
2201,Unassigned Text,Z 1 Z 1
2202,Unassigned Text,Z 1 Z 1
2203,Unassigned Text,Z 1 Z 1
2204,Unassigned Text,Z 1 Z 1
2205,Unassigned Text,Z 1 Z 1
2206,Unassigned Text,Z 1 Z 1
2207,Unassigned Text,Z 1 Z 1
2208,Unassigned Text,Z 1 Z 1
2209,Unassigned Text,Z 1 Z 1
2210,Unassigned Text,Z 1 Z 1
2211,Unassigned Text,Z 1 Z 1
2212,Unassigned Text,Z 1 Z 1
2213,Unassigned Text,Z 1 Z 1
2214,Unassigned Text,Z 1 Z 1
2215,Unassigned Text,Z 1 Z 1
2216,Unassigned Text,Z 1 Z 1
2217,Unassigned Text,Z 1 Z 1
2218,Unassigned Text,Z 1 Z 1
2219,Unassigned Text,Z 1 Z 1
2220,Unassigned Text,Z 1 Z 1
2221,Unassigned Text,Z 1 Z 1
2222,Unassigned Text,Z 1 Z 1
2223,Unassigned Text,Z 1 Z 1
2224,Unassigned Text,Z 1 Z 1
2225,Unassigned Text,Z 1 Z 1
2226,Unassigned Text,Z 1 Z 1
2227,Unassigned Text,Z 1 Z 1
2228,Unassigned Text,Z 1 Z 1
2229,Unassigned Text,Z 1 Z 1
2230,Unassigned Text,Z 1 Z 1
2231,Unassigned Text,Z 1 Z 1
2232,Unassigned Text,Z 1 Z 1
2233,Unassigned Text,Z 1 Z 1
2234,Unassigned Text,Z 1 Z 1
2235,Unassigned Text,Z 1 Z 1
2236,Unassigned Text,Z 1 Z 1
2237,Unassigned Text,Z 1 Z 1
2238,Unassigned Text,Z 1 Z 1
2239,Unassigned Text,Z 1 Z 1
2240,Unassigned Text,Z 1 Z 1
2241,Unassigned Text,Z 1 Z 1
2242,Unassigned Text,Z 1 Z 1
2243,Unassigned Text,Z 1 Z 1
2244,Unassigned Text,Z 1 Z 1
2245,Unassigned Text,Z 1 Z 1
2246,Unassigned Text,Z 1 Z 1
2247,Unassigned Text,Z 1 Z 1
2248,Unassigned Text,Z 1 Z 1
2249,Unassigned Text,Z 1 Z 1
2250,Unassigned Text,Z 1 Z 1
2251,Unassigned Text,Z 1 Z 1
2252,Unassigned Text,Z 1 Z 1
2253,Unassigned Text,Z 1 Z 1
2254,Unassigned Text,Z 1 Z 1
2255,Unassigned Text,Z 1 Z 1
2256,Unassigned Text,Z 1 Z 1
2257,Unassigned Text,Z 1 Z 1
2258,Unassigned Text,Z 1 Z 1
2259,Unassigned Text,Z 1 Z 1
2260,Unassigned Text,Z 1 Z 1
2261,Unassigned Text,Z 1 Z 1
2262,Unassigned Text,Z 1 Z 1
2263,Unassigned Text,Z 1 Z 1
2264,Unassigned Text,Z 1 Z 1
2265,Unassigned Text,Z 1 Z 1
2266,Unassigned Text,Z 1 Z 1
2267,Unassigned Text,Z 1 Z 1
2268,Unassigned Text,Z 1 Z 1
2269,Unassigned Text,Z 1 Z 1
2270,Unassigned Text,Z 1 Z 1
2271,Unassigned Text,Z 1 Z 1
2272,Unassigned Text,Z 1 Z 1
2273,Unassigned Text,Z 1 Z 1
2274,Unassigned Text,Z 1 Z 1
2275,Unassigned Text,Z 1 Z 1
2276,Unassigned Text,Z 1 Z 1
2277,Unassigned Text,Z 1 Z 1
2278,Unassigned Text,Z 1 Z 1
2279,Unassigned Text,Z 1 Z 1
2280,Unassigned Text,Z 1 Z 1
2281,Unassigned Text,Z 1 Z 1
2282,Unassigned Text,Z 1 Z 1
2283,Unassigned Text,Z 1 Z 1
2284,Unassigned Text,Z 1 Z 1
2285,Unassigned Text,Z 1 Z 1
2286,Unassigned Text,Z 1 Z 1
2287,Unassigned Text,Z 1 Z 1
2288,Unassigned Text,Z 1 Z 1
2289,Unassigned Text,Z 1 Z 1
2290,Unassigned Text,Z 1 Z 1
2291,Unassigned Text,Z 1 Z 1
2292,Unassigned Text,Z 1 Z 1
2293,Unassigned Text,Z 1 Z 1
2294,Unassigned Text,Z 1 Z 1
2295,Unassigned Text,Z 1 Z 1
2296,Unassigned Text,Z 1 Z 1
2297,Unassigned Text,Z 1 Z 1
2298,Unassigned Text,Z 1 Z 1
2299,Unassigned Text,Z 1 Z 1
2300,Unassigned Text,Z 1 Z 1
2301,Unassigned Text,Z 1 Z 1
2302,Unassigned Text,Z 1 Z 1
2303,Unassigned Text,Z 1 Z 1
2304,Unassigned Text,Z 1 Z 1
2305,Unassigned Text,Z 1 Z 1
2306,Unassigned Text,Z 1 Z 1
2307,Unassigned Text,Z 1 Z 1
2308,Unassigned Text,Z 1 Z 1
2309,Unassigned Text,Z 1 Z 1
2310,Unassigned Text,Z 1 Z 1
2311,Unassigned Text,Z 1 Z 1
2312,Unassigned Text,Z 1 Z 1
2313,Unassigned Text,Z 1 Z 1
2314,Unassigned Text,Z 1 Z 1
2315,Unassigned Text,Z 1 Z 1
2316,Unassigned Text,Z 1 Z 1
2317,Unassigned Text,Z 1 Z 1
2318,Unassigned Text,Z 1 Z 1
2319,Unassigned Text,Z 1 Z 1
2320,Unassigned Text,Z 1 Z 1
2321,Unassigned Text,Z 1 Z 1
2322,Unassigned Text,Z 1 Z 1
2323,Unassigned Text,Z 1 Z 1
2324,Unassigned Text,Z 1 Z 1
2325,Unassigned Text,Z 1 Z 1
2326,Unassigned Text,Z 1 Z 1
2327,Unassigned Text,Z 1 Z 1
2328,Unassigned Text,Z 1 Z 1
2329,Unassigned Text,Z 1 Z 1
2330,Unassigned Text,Z 1 Z 1
2331,Unassigned Text,Z 1 Z 1
2332,Unassigned Text,Z 1 Z 1
2333,Unassigned Text,Z 1 Z 1
2334,Unassigned Text,Z 1 Z 1
2335,Unassigned Text,Z 1 Z 1
2336,Unassigned Text,Z 1 Z 1
2337,Unassigned Text,Z 1 Z 1
2338,Unassigned Text,Z 1 Z 1
2339,Unassigned Text,Z 1 Z 1
2340,Unassigned Text,Z 1 Z 1
2341,Unassigned Text,Z 1 Z 1
2342,Unassigned Text,Z 1 Z 1
2343,Unassigned Text,Z 1 Z 1
2344,Unassigned Text,Z 1 Z 1
2345,Unassigned Text,Z 1 Z 1
2346,Unassigned Text,Z 1 Z 1
2347,Unassigned Text,Z 1 Z 1
2348,Unassigned Text,Z 1 Z 1
2349,Unassigned Text,Z 1 Z 1
2350,Unassigned Text,Z 1 Z 1
2351,Unassigned Text,Z 1 Z 1
2352,Unassigned Text,Z 1 Z 1
2353,Unassigned Text,Z 1 Z 1
2354,Unassigned Text,Z 1 Z 1
2355,Unassigned Text,Z 1 Z 1
2356,Unassigned Text,Z 1 Z 1
2357,Unassigned Text,Z 1 Z 1
2358,Unassigned Text,Z 1 Z 1
2359,Unassigned Text,Z 1 Z 1
2360,Unassigned Text,Z 1 Z 1
2361,Unassigned Text,Z 1 Z 1
2362,Unassigned Text,Z 1 Z 1
2363,Unassigned Text,Z 1 Z 1
2364,Unassigned Text,Z 1 Z 1
2365,Unassigned Text,Z 1 Z 1
2366,Unassigned Text,Z 1 Z 1
